"gene","nint","nsig","z","npos","nneg","posfrac","enriched","posstrict","pos","negstrict","neg","allstrict","all","SA","SApos","SAneg","type","DAsign","SAsign","driver","canonical","oncogene","tsgene"
"RNF123",163,11,0.277258807737294,5,6,0.454545454545455,0,0,2,1,2,1,4,1,0,1,"BCT","mixed","negative",0,0,0,0
"RNF125",11,1,0.491833765096183,0,1,0,0,0,1,1,2,1,3,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF126",31,9,4.86859893975923,8,1,0.888888888888889,1,0,5,1,1,1,6,1,0,1,"BCT","positive","negative",0,0,0,0
"RNF128",11,0,-1.03826778819339,0,0,0,0,2,7,2,1,4,8,4,2,2,"BCT","negative","both",0,0,0,0
"RNF13",7,1,0.785060115622304,0,1,0,0,0,4,1,1,1,5,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF130",9,0,-0.84113548064337,0,0,0,0,0,4,1,4,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF133",6,0,-0.712271690335992,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"RNF135",19,1,0.0222541596968276,0,1,0,0,0,9,0,1,0,10,0,0,0,"BCT","negative","none",0,0,0,0
"RNF138",22,2,0.719019991633793,0,2,0,0,0,3,1,3,1,6,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF139",8,0,-0.662671757560043,0,0,0,0,0,5,1,0,1,5,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF14",18,0,-0.91868509342699,0,0,0,0,0,7,1,1,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF141",4,1,2.0575382589762,0,1,0,0,2,7,1,3,3,10,3,2,1,"BCT","negative","both",0,0,0,0
"RNF144A",18,4,2.7898667354166,3,1,0.75,0,3,10,0,4,3,14,3,3,0,"BCT","mixed","positive",0,0,0,0
"RNF144B",7,1,0.789384881803618,0,1,0,0,0,2,1,3,1,5,1,0,1,"BCT","negative","negative",1,0,0,0
"RNF145",6,0,-0.660125675387328,0,0,0,0,1,6,1,3,2,9,2,1,1,"BCT","negative","both",0,0,0,0
"RNF146",22,5,2.96893581210412,0,5,0,0,0,5,1,5,1,10,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF148",2,0,-0.354545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"RNF149",24,2,0.496634205290767,2,0,1,0,2,7,0,0,2,7,2,2,0,"BCT","positive","positive",0,0,0,0
"RNF150",3,0,-0.484615384615385,0,0,0,0,1,3,1,2,2,5,2,1,1,"BCT","negative","both",0,0,0,0
"RNF151",25,0,-1.17231288061215,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"RNF152",4,0,-0.454852934155475,0,0,0,0,0,5,1,3,1,8,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF157",7,0,-0.531974654133963,0,0,0,0,0,4,0,4,0,8,0,0,0,"BCT","negative","none",0,0,0,0
"RNF166",20,3,1.2906731394398,3,0,1,0,1,4,1,5,2,9,2,1,1,"BCT","positive","both",0,0,0,0
"RNF167",5,1,1.6382108959957,0,1,0,0,0,4,2,3,2,7,2,0,2,"BCT","negative","negative",0,0,0,0
"RNF168",33,2,0.212329091559957,1,1,0.5,0,1,8,1,2,2,10,2,1,1,"BCT","mixed","both",1,0,0,0
"RNF169",18,0,-0.93785138342453,0,0,0,0,0,7,1,3,1,10,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF17",5,1,1.55685359088396,0,1,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"RNF170",6,0,-0.532437726768029,0,0,0,0,0,4,1,1,1,5,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF180",2,0,-0.450301104081868,0,0,0,0,0,2,1,3,1,5,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF181",17,2,0.951201771511482,2,0,1,0,0,6,1,2,1,8,1,0,1,"BCT","positive","negative",0,0,0,0
"RNF182",2,0,-0.312909072914302,0,0,0,0,0,3,0,1,0,4,0,0,0,"BCT","negative","none",0,0,0,0
"RNF183",11,2,1.46580151885227,2,0,1,0,0,0,1,7,1,7,1,0,1,"BCT","positive","negative",0,0,0,0
"RNF185",18,3,1.72208809082176,0,3,0,0,0,2,1,1,1,3,1,0,1,"BCT","negative","negative",1,0,0,0
"RNF186",3,0,-0.312909072914302,0,0,0,0,0,0,1,0,1,0,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF187",5,1,1.23746739754538,0,1,0,0,0,5,1,1,1,6,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF19A",4,0,-0.506362397594688,0,0,0,0,1,5,0,4,1,9,1,1,0,"BCT","negative","positive",0,0,0,0
"RNF19B",11,1,0.519522096219494,1,0,1,0,1,1,1,3,2,4,2,1,1,"BCT","positive","both",0,0,0,0
"RNF2",190,7,-0.68858599167567,4,3,0.571428571428571,0,2,11,1,0,3,11,3,2,1,"BCT","mixed","both",0,0,0,0
"RNF20",43,5,1.70693465621127,0,5,0,0,0,3,1,2,1,5,1,0,1,"BCT","negative","negative",1,0,0,0
"RNF207",2,1,2.7,1,0,1,0,1,3,0,4,1,7,1,1,0,"BCT","positive","positive",1,0,0,0
"RNF208",16,0,-0.951389960606511,0,0,0,0,0,4,1,5,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF212",3,1,2.2021176249007,0,1,0,0,0,2,0,3,0,5,0,0,0,"BCT","negative","none",0,0,0,0
"RNF213",20,2,0.785938472673984,1,1,0.5,0,1,7,1,3,2,10,2,1,1,"BCT","mixed","both",1,0,0,0
"RNF214",25,2,0.298309845705675,2,0,1,0,2,6,1,2,3,8,3,2,1,"BCT","positive","both",0,0,0,0
"RNF215",2,0,-0.33166247903554,0,0,0,0,1,2,0,1,1,3,1,1,0,"BCT","negative","positive",0,0,0,0
"RNF216",12,0,-0.739278669575551,0,0,0,0,1,7,1,3,2,10,2,1,1,"BCT","negative","both",1,0,0,0
"RNF217",2,0,-0.272976425781161,0,0,0,0,1,8,0,2,1,10,1,1,0,"BCT","negative","positive",1,0,0,0
"RNF220",8,0,-0.697907039517341,0,0,0,0,2,5,0,3,2,8,2,2,0,"BCT","negative","positive",0,0,0,0
"RNF24",2,0,-0.312909072914302,0,0,0,0,1,8,0,2,1,10,1,1,0,"BCT","negative","positive",0,0,0,0
"RNF25",5,0,-0.495664018648984,0,0,0,0,1,3,0,4,1,7,1,1,0,"BCT","negative","positive",0,0,0,0
"RNF26",7,2,3.09714037153834,2,0,1,0,1,7,1,3,2,10,2,1,1,"BCT","positive","both",1,0,0,0
"RNF31",76,10,1.74792692682963,9,1,0.9,0,0,3,1,5,1,8,1,0,1,"BCT","positive","negative",0,0,0,0
"RNF32",9,0,-0.84075312537371,0,0,0,0,1,6,0,6,1,12,1,1,0,"BCT","negative","positive",0,0,0,0
"RNF34",8,1,0.72478005108376,1,0,1,0,1,4,0,2,1,6,1,1,0,"BCT","positive","positive",0,0,0,0
"RNF38",17,6,4.69064567652952,0,6,0,1,0,2,1,4,1,6,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF39",2,1,2.2798026230356,1,0,1,0,0,0,0,2,0,2,0,0,0,"BCT","positive","none",0,0,0,0
"RNF4",244,9,-0.927472724950439,7,2,0.777777777777778,0,0,6,1,4,1,10,1,0,1,"BCT","mixed","negative",1,0,0,0
"RNF40",46,3,0.190909090909091,0,3,0,0,0,3,1,0,1,3,1,0,1,"BCT","negative","negative",1,0,0,0
"RNF41",48,4,0.492238057330745,0,4,0,0,0,6,1,1,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF43",107,9,1.11577887680004,7,2,0.777777777777778,0,0,1,1,6,1,7,1,0,1,"BCT","mixed","negative",1,1,0,1
"RNF44",3,1,2.83019433961698,1,0,1,0,1,4,0,3,1,7,1,1,0,"BCT","positive","positive",0,0,0,0
"RNF5",12,0,-0.831888715485104,0,0,0,0,0,3,1,4,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF6",30,0,-1.23509987374026,0,0,0,0,0,4,1,2,1,6,1,0,1,"BCT","negative","negative",0,0,0,0
"RNF7",29,2,0.322185075458438,2,0,1,0,4,11,0,3,4,14,4,3,0,"BCT","positive","positive",0,0,0,0
"RNF8",68,12,3.52459740754117,11,1,0.916666666666667,0,1,5,1,3,2,8,2,1,1,"BCT","positive","both",0,0,0,0
"RNFT1",5,0,-0.469980302359207,0,0,0,0,0,3,1,5,1,8,1,0,1,"BCT","negative","negative",1,0,0,0
"RNGTT",31,4,1.6334010130454,2,2,0.5,0,0,6,1,1,1,7,1,0,1,"BCT","mixed","negative",0,0,0,0
"RNH1",42,1,-0.670001379249821,1,0,1,0,0,6,1,1,1,7,1,0,1,"BCT","positive","negative",0,0,0,0
"RNMT",29,3,1.0310362026879,0,3,0,0,0,3,1,1,1,4,1,0,1,"BCT","negative","negative",0,0,0,0
"RNPC3",10,1,0.655411272681725,0,1,0,0,1,4,1,5,2,9,2,1,1,"BCT","negative","both",0,0,0,0
"RNPEP",10,0,-0.797462065836165,0,0,0,0,0,11,1,1,1,12,1,0,1,"BCT","negative","negative",0,0,0,0
"RNPS1",98,28,6.68896418570396,28,0,1,1,1,5,0,1,1,6,1,1,0,"BCT","positive","positive",0,0,0,0
"RNU11",7,0,-0.663324958071081,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"RNU4ATAC",3,0,-0.460477822655819,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"RNU6ATAC",3,0,-0.388608992629535,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"ROBO1",24,2,0.656774103581888,1,1,0.5,0,1,4,2,1,3,5,3,1,2,"BCT","mixed","both",0,0,0,0
"ROBO2",9,0,-0.812403840463596,0,0,0,0,0,1,0,9,0,10,0,0,0,"BCT","negative","none",1,1,0,1
"ROBO3",5,0,-0.464491965157392,0,0,0,0,0,1,0,0,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"ROBO4",9,0,-0.657463757534481,0,0,0,0,0,6,1,3,1,9,1,0,1,"BCT","negative","negative",0,0,0,0
"ROCK1",58,4,0.600920724030605,0,4,0,0,0,4,0,2,0,6,0,0,0,"BCT","negative","none",0,0,0,0
"ROCK2",43,1,-0.845851191473059,0,1,0,0,0,8,1,2,1,10,1,0,1,"BCT","negative","negative",0,0,0,0
"ROGDI",7,1,0.891068992638653,0,1,0,0,0,2,2,6,2,8,2,0,2,"BCT","negative","negative",0,0,0,0
"ROMO1",2,0,-0.272976425781161,0,0,0,0,2,6,1,1,3,7,3,2,1,"BCT","negative","both",0,0,0,0
"ROPN1",7,1,0.785060115622304,0,1,0,0,0,0,1,0,1,0,1,0,1,"BCT","negative","negative",0,0,0,0
"ROR1",24,2,0.299501453747742,0,2,0,0,0,3,1,1,1,4,1,0,1,"BCT","negative","negative",0,0,0,0
"ROR2",65,0,-1.42878930093913,0,0,0,0,1,6,0,1,1,7,1,1,0,"BCT","negative","positive",0,0,0,0
"RORA",11,3,2.3183926783967,0,3,0,0,0,2,1,5,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"RORB",7,2,3.225,0,2,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"RORC",14,1,0.256054483427367,0,1,0,0,0,3,2,3,2,6,2,0,2,"BCT","negative","negative",0,0,0,0
"ROS1",28,1,-0.493545846223749,0,1,0,0,0,1,0,0,0,1,0,0,0,"BCT","negative","none",1,1,1,0
"RP1",2,0,-0.174981589605967,0,0,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"RP2",19,3,2.24044296167895,0,3,0,0,1,7,1,2,2,9,2,1,1,"BCT","negative","both",0,0,0,0
"RP9",15,2,1.23337202394754,2,0,1,0,3,9,1,2,4,11,4,3,1,"BCT","positive","both",0,0,0,0
"RPA1",181,5,-1.15394360525952,4,1,0.8,0,2,3,1,2,3,5,3,2,1,"BCT","positive","both",0,0,0,0
"RPA2",168,9,-0.211878070575261,2,7,0.222222222222222,0,1,1,2,3,3,4,3,1,2,"BCT","mixed","both",0,0,0,0
"RPA3",152,29,4.20003193626328,29,0,1,1,2,9,2,2,4,11,4,2,2,"BCT","positive","both",0,0,0,0
"RPA4",10,1,0.450301104081868,1,0,1,0,0,0,0,0,0,0,0,0,0,"BCT","positive","none",0,0,0,0
"RPAIN",7,1,0.88309537073215,1,0,1,0,0,3,2,5,2,8,2,0,2,"BCT","positive","negative",1,0,0,0
"RPAP1",15,2,1.44908546190839,2,0,1,0,0,7,1,2,1,9,1,0,1,"BCT","positive","negative",0,0,0,0
"RPAP2",32,2,0.0206952486341326,2,0,1,0,1,3,0,4,1,7,1,1,0,"BCT","positive","positive",0,0,0,0
"RPAP3",44,5,1.16645294741564,5,0,1,0,1,9,1,2,2,11,2,1,1,"BCT","positive","both",0,0,0,0
"RPE",13,1,0.10613304152412,1,0,1,0,3,9,1,0,4,9,4,3,1,"BCT","positive","both",1,0,0,0
"RPE65",2,0,-0.384618037126132,0,0,0,0,0,0,0,1,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"RPF1",19,3,2.16920065279384,3,0,1,0,2,5,2,3,4,8,4,2,2,"BCT","positive","both",0,0,0,0
"RPF2",39,3,0.60708345116499,3,0,1,0,4,10,0,3,4,13,4,3,0,"BCT","positive","positive",0,0,0,0
"RPGR",13,1,0.03201872079249,0,1,0,0,0,3,1,2,1,5,1,0,1,"BCT","negative","negative",1,0,0,0
"RPGRIP1",10,1,0.696939036389073,0,1,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",1,0,0,0
"RPGRIP1L",40,3,0.456464692631203,1,2,0.333333333333333,0,2,9,0,3,2,12,2,2,0,"BCT","mixed","positive",1,0,0,0
"RPH3A",4,0,-0.43473756690107,0,0,0,0,0,1,0,1,0,2,0,0,0,"BCT","negative","none",0,0,0,0
"RPIA",10,2,1.67685518694142,1,1,0.5,0,2,7,0,4,2,11,2,2,0,"BCT","mixed","positive",1,0,0,0
"RPL10",106,9,1.01527198544949,8,1,0.888888888888889,0,1,5,0,5,1,10,1,1,0,"BCT","positive","positive",1,1,0,1
"RPL10A",91,15,3.00140737653198,12,3,0.8,0,0,6,2,2,2,8,2,0,2,"BCT","positive","negative",0,0,0,0
"RPL10L",24,5,2.06327585623887,4,1,0.8,0,0,0,0,0,0,0,0,0,0,"BCT","positive","none",0,0,0,0
"RPL11",120,16,2.19248073911954,13,3,0.8125,0,0,6,0,4,0,10,0,0,0,"BCT","positive","none",0,0,0,0
"RPL12",73,9,1.58936836137405,7,2,0.777777777777778,0,3,6,0,5,3,11,3,3,0,"BCT","mixed","positive",0,0,0,0
"RPL13",108,17,3.3091237072612,16,1,0.941176470588235,0,1,7,0,6,1,13,1,1,0,"BCT","positive","positive",0,0,0,0
"RPL13A",77,8,1.20015129569786,8,0,1,0,0,6,0,4,0,10,0,0,0,"BCT","positive","none",1,0,0,0
"RPL13AP3",9,1,0.658946527660469,1,0,1,0,0,0,0,0,0,0,0,0,0,"BCT","positive","none",0,0,0,0
"RPL14",97,15,3.09855014856357,15,0,1,0,0,3,1,4,1,7,1,0,1,"BCT","positive","negative",0,0,0,0
"RPL15",85,7,0.748614856663783,5,2,0.714285714285714,0,1,2,0,4,1,6,1,1,0,"BCT","mixed","positive",0,0,0,0
"RPL17",83,7,0.845650959154438,5,2,0.714285714285714,0,1,5,0,5,1,10,1,1,0,"BCT","mixed","positive",0,0,0,0
"RPL18",91,18,4.39411764705882,17,1,0.944444444444444,1,1,5,0,5,1,10,1,1,0,"BCT","positive","positive",0,0,0,0
"RPL18A",90,25,6.91349802261523,25,0,1,1,1,6,0,5,1,11,1,1,0,"BCT","positive","positive",1,0,0,0
"RPL19",91,18,4.68651931217457,17,1,0.944444444444444,1,1,8,1,3,2,11,2,1,1,"BCT","positive","both",0,0,0,0
"RPL21",73,6,0.715463195344539,5,1,0.833333333333333,0,2,8,0,3,2,11,2,2,0,"BCT","positive","positive",0,0,0,0
"RPL22",65,10,2.87366314129267,8,2,0.8,0,0,5,1,4,1,9,1,0,1,"BCT","positive","negative",1,1,0,1
"RPL22L1",25,4,2.44447457154127,4,0,1,0,3,11,0,2,3,13,3,3,0,"BCT","positive","positive",0,0,0,0
"RPL23",96,12,1.89248357789711,11,1,0.916666666666667,0,2,8,0,6,2,14,2,2,0,"BCT","positive","positive",0,0,0,0
"RPL23A",106,9,1.00248549290049,9,0,1,0,2,7,0,3,2,10,2,2,0,"BCT","positive","positive",0,0,0,0
"RPL23AP32",13,2,1.55362344839346,0,2,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"RPL24",81,14,2.92996072981778,13,1,0.928571428571429,0,1,6,1,2,2,8,2,1,1,"BCT","positive","both",0,0,0,0
"RPL26",45,5,1.42167198064753,4,1,0.8,0,0,6,1,2,1,8,1,0,1,"BCT","positive","negative",0,0,0,0
"RPL26L1",65,3,-0.401181921556027,3,0,1,0,3,7,0,4,3,11,3,3,0,"BCT","positive","positive",0,0,0,0
"RPL27",64,10,2.42157649116309,10,0,1,0,1,8,0,3,1,11,1,1,0,"BCT","positive","positive",0,0,0,0
"RPL27A",68,10,2.39977511725356,9,1,0.9,0,2,6,1,1,3,7,3,2,1,"BCT","positive","both",0,0,0,0
"RPL28",94,17,4.17250387590121,17,0,1,1,2,6,0,2,2,8,2,2,0,"BCT","positive","positive",1,0,0,0
"RPL29",58,9,2.00941972439574,9,0,1,0,1,5,0,5,1,10,1,1,0,"BCT","positive","positive",1,0,0,0
"RPL3",97,8,0.641480768826142,8,0,1,0,1,4,0,6,1,10,1,1,0,"BCT","positive","positive",0,0,0,0
"RPL30",107,16,3.01765938574423,15,1,0.9375,0,1,9,0,3,1,12,1,1,0,"BCT","positive","positive",0,0,0,0
"RPL31",122,14,1.84208851780994,13,1,0.928571428571429,0,1,7,1,3,2,10,2,1,1,"BCT","positive","both",1,0,0,0
"RPL32",50,5,0.902572640391971,5,0,1,0,1,6,0,4,1,10,1,1,0,"BCT","positive","positive",0,0,0,0
"RPL34",59,8,2.12296405071723,6,2,0.75,0,0,2,0,5,0,7,0,0,0,"BCT","mixed","none",1,0,0,0
"RPL35",92,27,6.23221135107364,26,1,0.962962962962963,1,2,7,0,3,2,10,2,2,0,"BCT","positive","positive",0,0,0,0
"RPL35A",84,5,0.155732502228184,5,0,1,0,2,8,1,1,3,9,3,2,1,"BCT","positive","both",0,0,0,0
"RPL36",91,15,3.129898821848,15,0,1,0,0,3,0,3,0,6,0,0,0,"BCT","positive","none",0,0,0,0
"RPL36A",43,12,5.2304182234143,12,0,1,1,1,10,0,4,1,14,1,1,0,"BCT","positive","positive",0,0,0,0
"RPL36AL",52,2,-0.558129923852629,2,0,1,0,0,5,2,4,2,9,2,0,2,"BCT","positive","negative",0,0,0,0
"RPL37",35,5,1.72412019810114,5,0,1,0,1,6,0,3,1,9,1,1,0,"BCT","positive","positive",0,0,0,0
"RPL37A",60,5,0.688236108956962,5,0,1,0,0,4,0,4,0,8,0,0,0,"BCT","positive","none",0,0,0,0
"RPL38",55,11,2.91178709837972,11,0,1,0,3,6,0,3,3,9,3,3,0,"BCT","positive","positive",0,0,0,0
"RPL39",39,8,3.57055095282626,7,1,0.875,0,2,6,1,1,3,7,3,2,1,"BCT","positive","both",0,0,0,0
"RPL39L",11,0,-0.805033975494969,0,0,0,0,2,8,0,5,2,13,2,2,0,"BCT","negative","positive",0,0,0,0
"RPL3L",23,0,-1.13712849955042,0,0,0,0,0,1,0,0,0,1,0,0,0,"BCT","negative","none",0,0,0,0
"RPL4",125,18,2.99948770672195,17,1,0.944444444444444,0,1,7,1,1,2,8,2,1,1,"BCT","positive","both",0,0,0,0
"RPL41",10,2,2.14889536219964,2,0,1,0,0,4,1,2,1,6,1,0,1,"BCT","positive","negative",0,0,0,0
"RPL5",98,11,1.7629161242895,10,1,0.909090909090909,0,1,3,0,4,1,7,1,1,0,"BCT","positive","positive",1,1,0,1
"RPL6",97,18,4.97099700391978,17,1,0.944444444444444,1,1,7,0,4,1,11,1,1,0,"BCT","positive","positive",0,0,0,0
"RPL7",84,10,1.25020705614685,8,2,0.8,0,0,5,0,4,0,9,0,0,0,"BCT","positive","none",0,0,0,0
"RPL7A",107,20,4.03955142180517,19,1,0.95,1,2,4,0,5,2,9,2,2,0,"BCT","positive","positive",0,0,0,0
"RPL7L1",33,0,-1.11930887865018,0,0,0,0,2,6,1,3,3,9,3,2,1,"BCT","negative","both",0,0,0,0
"RPL8",92,18,4.03744846275729,18,0,1,1,1,8,0,2,1,10,1,1,0,"BCT","positive","positive",0,0,0,0
"RPL9",74,10,1.9782445734086,9,1,0.9,0,0,6,2,2,2,8,2,0,2,"BCT","positive","negative",0,0,0,0
"RPLP0",115,28,5.05817256290721,27,1,0.964285714285714,1,3,7,0,4,3,11,3,3,0,"BCT","positive","positive",0,0,0,0
"RPLP1",54,11,3.90075761150508,11,0,1,1,0,6,0,4,0,10,0,0,0,"BCT","positive","none",0,0,0,0
"RPLP2",65,19,6.4944752133553,18,1,0.947368421052632,1,3,4,0,2,3,6,3,3,0,"BCT","positive","positive",0,0,0,0
"RPN1",105,6,-0.0904308531045674,1,5,0.166666666666667,0,1,9,0,3,1,12,1,1,0,"BCT","negative","positive",0,0,0,0
"RPN2",126,10,0.4336081973455,8,2,0.8,0,2,8,0,0,2,8,2,2,0,"BCT","positive","positive",0,0,0,0
"RPP14",12,1,0.270243696093366,1,0,1,0,1,5,1,3,2,8,2,1,1,"BCT","positive","both",0,0,0,0
"RPP21",9,1,1.01447496574271,1,0,1,0,0,3,1,0,1,3,1,0,1,"BCT","positive","negative",0,0,0,0
"RPP25",15,2,1.14199683893207,2,0,1,0,2,6,1,3,3,9,3,2,1,"BCT","positive","both",0,0,0,0
"RPP30",28,0,-1.26325804787557,0,0,0,0,3,9,1,1,4,10,4,3,1,"BCT","negative","both",0,0,0,0
"RPP38",27,2,0.179877398101339,2,0,1,0,1,3,0,4,1,7,1,1,0,"BCT","positive","positive",0,0,0,0
"RPP40",13,1,0.252293749189047,1,0,1,0,3,9,0,3,3,12,3,3,0,"BCT","positive","positive",0,0,0,0
"RPRD1A",36,5,1.86010982082988,0,5,0,0,1,5,2,4,3,9,3,1,2,"BCT","negative","both",0,0,0,0
"RPRD1B",37,3,0.605003135728363,2,1,0.666666666666667,0,1,8,0,3,1,11,1,1,0,"BCT","mixed","positive",1,0,0,0
"RPRD2",16,2,0.83958992526325,0,2,0,0,0,4,1,3,1,7,1,0,1,"BCT","negative","negative",0,0,0,0
"RPRM",7,1,1.22538068409866,0,1,0,0,0,0,1,2,1,2,1,0,1,"BCT","negative","negative",0,0,0,0
"RPS10",106,29,5.83847597667162,28,1,0.96551724137931,1,0,5,1,3,1,8,1,0,1,"BCT","positive","negative",0,0,0,0
"RPS11",105,14,2.12182220553254,13,1,0.928571428571429,0,0,5,0,5,0,10,0,0,0,"BCT","positive","none",0,0,0,0
"RPS12",53,6,1.33140607951157,6,0,1,0,2,8,0,4,2,12,2,2,0,"BCT","positive","positive",0,0,0,0
"RPS13",78,6,0.780323970668046,4,2,0.666666666666667,0,1,7,1,3,2,10,2,1,1,"BCT","mixed","both",1,0,0,0
"RPS14",95,12,2.16521076383383,11,1,0.916666666666667,0,1,3,0,5,1,8,1,1,0,"BCT","positive","positive",0,0,0,0
"RPS15",61,13,4.26043863774826,13,0,1,1,1,6,0,5,1,11,1,1,0,"BCT","positive","positive",1,0,0,0
"RPS15A",66,13,4.58223778335759,11,2,0.846153846153846,1,2,7,0,5,2,12,2,2,0,"BCT","positive","positive",0,0,0,0
"RPS16",115,22,3.55258912098873,22,0,1,0,0,9,0,2,0,11,0,0,0,"BCT","positive","none",0,0,0,0
"RPS17",76,16,5.74809431336109,15,1,0.9375,1,0,8,0,3,0,11,0,0,0,"BCT","positive","none",0,0,0,0
"RPS18",80,22,6.32109675222136,21,1,0.954545454545455,1,1,6,1,4,2,10,2,1,1,"BCT","positive","both",0,0,0,0
"RPS19",101,29,6.95047912046703,29,0,1,1,1,6,0,4,1,10,1,1,0,"BCT","positive","positive",0,0,0,0
"RPS19BP1",26,1,-0.49767879118296,1,0,1,0,1,4,0,3,1,7,1,1,0,"BCT","positive","positive",0,0,0,0
"RPS2",115,18,2.78359173078129,18,0,1,0,3,8,0,2,3,10,3,3,0,"BCT","positive","positive",1,0,0,0
"RPS20",87,13,2.03629574774904,12,1,0.923076923076923,0,1,6,0,1,1,7,1,1,0,"BCT","positive","positive",0,0,0,0
"RPS21",55,13,4.47082263499203,13,0,1,1,2,3,0,4,2,7,2,2,0,"BCT","positive","positive",0,0,0,0
"RPS23",79,8,1.18164158895239,7,1,0.875,0,1,8,2,3,3,11,3,1,2,"BCT","positive","both",0,0,0,0
"RPS24",99,14,2.5752803888966,14,0,1,0,0,6,0,4,0,10,0,0,0,"BCT","positive","none",0,0,0,0
"RPS25",63,4,0.124797297252475,3,1,0.75,0,0,7,0,4,0,11,0,0,0,"BCT","mixed","none",0,0,0,0
"RPS26",75,19,5.55268081561802,19,0,1,1,0,5,0,3,0,8,0,0,0,"BCT","positive","none",0,0,0,0
"RPS26P11",7,1,1.06487421406283,0,1,0,0,0,0,0,0,0,0,0,0,0,"BCT","negative","none",0,0,0,0
"RPS27",69,3,-0.369161026492815,2,1,0.666666666666667,0,1,5,1,4,2,9,2,1,1,"BCT","mixed","both",1,0,0,0
"RPS27A",211,24,2.27174306106962,22,2,0.916666666666667,0,1,5,1,4,2,9,2,1,1,"BCT","positive","both",1,0,0,0
"RPS27L",31,2,0.10091014390465,2,0,1,0,1,1,2,6,3,7,3,1,2,"BCT","positive","both",0,0,0,0
"RPS28",59,7,1.73175992062727,7,0,1,0,0,3,1,7,1,10,1,0,1,"BCT","positive","negative",0,0,0,0
"RPS29",45,8,3.1223150060255,6,2,0.75,0,0,6,3,4,3,10,3,0,2,"BCT","mixed","negative",0,0,0,0
"RPS3",146,30,5.15379428373639,29,1,0.966666666666667,1,0,8,2,2,2,10,2,0,2,"BCT","positive","negative",0,0,0,0
"RPS3A",106,9,0.790325313034944,8,1,0.888888888888889,0,1,3,1,5,2,8,2,1,1,"BCT","positive","both",1,0,0,0
"RPS4X",97,12,2.3221413448651,11,1,0.916666666666667,0,2,5,0,8,2,13,2,2,0,"BCT","positive","positive",0,0,0,0
"RPS4Y1",23,2,0.337124237371254,2,0,1,0,0,6,0,5,0,11,0,0,0,"BCT","positive","none",0,0,0,0
"RPS4Y2",18,1,-0.122153848061059,1,0,1,0,0,0,0,0,0,0,0,0,0,"BCT","positive","none",0,0,0,0
"RPS5",78,15,4.45017518680001,15,0,1,1,1,6,0,2,1,8,1,1,0,"BCT","positive","positive",0,0,0,0
"RPS6",134,13,1.0419029971894,11,2,0.846153846153846,0,0,4,0,5,0,9,0,0,0,"BCT","positive","none",0,0,0,0
"RPS6KA1",71,3,-0.471692390327909,3,0,1,0,0,6,2,6,2,12,2,0,2,"BCT","positive","negative",0,0,0,0
"RPS6KA2",58,12,4.18614951157563,0,12,0,1,1,4,2,4,3,8,3,1,2,"BCT","negative","both",0,0,0,0
"RPS6KA3",127,8,0.0969050284092834,4,4,0.5,0,0,4,1,4,1,8,1,0,1,"BCT","mixed","negative",1,0,0,0
"RPS6KA4",32,4,1.16783361835052,4,0,1,0,1,8,0,1,1,9,1,1,0,"BCT","positive","positive",0,0,0,0
"RPS6KA5",45,1,-0.993110844717176,0,1,0,0,0,1,2,3,2,4,2,0,2,"BCT","negative","negative",0,0,0,0
